ID	Name	Description	Option
gact_4	ย้ายธง	ธงกำลังจะย้ายที่แล้ว! ถ้าอยู่ใกล้ๆก็รีบเก็บซะ หรือไม่ก็ภาวนาให้มันย้ายมาอยู่ข้างๆ	
gact_5	ปืนใหญ่	ปืนใหญ่วัดดวง สุ่มยิงระเบิดลงบนพื้นที่ทั้งสนาม ไม่มีใครรู้ล่วงหน้าว่าจะเกิดอะไรขึ้นบ้าง	
gact_6	แผ่นดินไหว	สุ่มเกิดปรากฎการณ์แผ่นดินไหวในสนาม หากมีใครอยู่ในบริเวณนั้นทุกคนจะรู้ตำแหน่งทันที	
gact_7	ฝน	ฝนตกในอารีน่า ช่วยดับไฟ และสร้างบรรยากาศที่ร่มเย็น เมื่อฝนหยุดต้องลุ้นว่าจะมีหญ้างอกขึ้นมาไหม	
gact_8	เห็ดงอก	สุ่มเกิดเห็ด ( สุ่มเกิดเห็ด 2Wlak / 2Action )	
gact_9	สลับตัว	 สลับตำแหน่งผู้เล่นทุกคนในเกม	
gact_10	หิมะตก	หิมะตกเป็นเวลา 4 เทริน เมื่อหิมะหยุดทุกธงจะถูกปกคลุมด้วยหิมะ ทำให้ไม่สามารถซ้อนตัวบนพื้นหญ้าได้ 4 เทริน	
ItemBagData			
Material			
material_0	กิ่งไม้	กิ่งไม้ธรรมดาๆ ที่ยังไม่รู้จะเอาไปใช้ทำอะไรดี 	
material_1	เศษผ้า	เศษผ้าขาดๆ วัสดุราคาถูก คงมีประโยชน์ เก็บเอาไว้ก่อนเถอะ	
material_2	ลวด	เส้นลวดเก่าๆ วัสดุราคาถูก สักวันคงได้ใช้ เก็บเอาไว้ก่อนเถอะ	
material_3	ตะปู	ตะปูเก่าๆ วัสดุราคาถูก น่าจะพอมีประโยชน์ เก็บเอาไว้ก่อนเถอะ	
material_4	ดินปืน	ดินปืน วัสดุคุณภาพดี ลองจินตนาการดูสิว่าคุณจะเอามันไปใช้ทำอะไรได้บ้าง 	
material_5	น๊อต	น็อต วัสดุคุณภาพดี สำหรับใช้ในงานประดิษฐ์ 	
material_6	เฟือง	เฟืองใหม่เอี่ยม วัสดุคุณภาพเยี่ยม สำหรับใช้ในงานประดิษฐ์ สักวันต้องได้ใช้!	
material_7	ปลอกกระสุน	ปลอกกระสุนแสนปราณีต วัสดุคุณภาพเยี่ยม เก็บไว้ได้ใช้แน่นอน!	
material_8	เศษจดหมาย	ชิ้นส่วน {@character_recipe} รวบรวมให้ครบ แล้วเอาไปแลกเป็นอันใหม่	
material_9	เศษซองแฟชั่น	ชิ้นส่วน {@gacha_pack1} รวบรวมให้ครบ แล้วเอาไปแลกเป็นอันใหม่	
material_10	นาฬิกาพก	นาฬิกาสุดหรูหรา สุดเลอค่าสำหรับเหล่าแมลง เก็บไว้รับรองว่าดี!	
material_11	แร่เหล็ก	แร่เหล็ก สามารถนำมาเสริมสร้าง ทักษะติดตัว ให้แก่ {@costume} ของคุณได้	
material_12	แร่เหล็็กคุณภาพดี	แร่เหล็็กคุณภาพดี สามารถนำมาเสริมสร้าง ทักษะติดตัวคุณภาพดี ให้แก่ {@costume} ของคุณได้	
material_13	แร่เหล็กหายาก	แร่เหล็กหายาก สามารถนำมาเสริมสร้าง ทักษะติดตัวสุดพิเศษ! ให้แก่ {@costume} ของคุณได้	
material_gift	เหรียญแรมเพจ	เหรียญรางวัลจากคะแนน แรมเพจ ที่ได้หลังจบการแข่งขัน เอาไว้ใช้เปิด {@chest_gift} ได้นะ	
material_flag	ธงแห่งชัยชนะ	สัญลักษณ์ซึ่งเป็นรางวัลสำหรับผู้เข้าแข่งขันที่เข้าไปเก็บธง เอาไว้ใช้เปิด {@chest_winner} ได้	
material_halloween	เหรียญฮาโลวีน	เหรียญกิจกรรมฮาโลวีน ได้จากการทำลาย {@env_fest_0} เอาไว้ใช้เปิด {@chest_halloween} หรือแลกของใน {@menu_market} รีบใช้ก่อนหมดช่วงเทศกาลนะ!	
material_festival	ชักเปรี๊ยะ	ชักเปรี๊ยะ วัสดุพิเศษ ที่จะได้รับจากการทำกิจกรรม เฉพาะในช่วงที่มีงานเทศกาลเท่านั้น เอาไว้ใช้แลกรับของสุดพิเศษ! ที่จะแตกต่างกันไปในแต่ละเทศกาล	
Inapp			
com.goodmood.lastbug.gem.01	Bundle of Gems	แพ็กเพชรเล็กๆ สำหรับช็อปปิ้งในหมู่บ้านแมลง 	
com.goodmood.lastbug.gem.02	Pile of Gems	กองเพชรเล็กๆ สำหรับช็อปปิ้งในหมู่บ้านแมลง 	
com.goodmood.lastbug.gem.03	Line up of Gems	กองเพชรขนาดใหญ่ สำหรับช็อปปิ้งในหมู่บ้านแมลง 	
com.goodmood.lastbug.gem.04	Bag of Gems	ถุงใส่เพชร สำหรับช็อปปิ้งในหมู่บ้านแมลง 	
com.goodmood.lastbug.gem.05	Chest of Gems	กล่องใส่เพชร สำหรับช็อปปิ้งในหมู่บ้านแมลง 	
com.goodmood.lastbug.gem.06	Extra Chest of Gems	หีบใส่เพชรขนาดยักษ์ สำหรับช็อปปิ้งในหมู่บ้านแมลง 	
Gacha			
chest_gift	กล่องแรมเพจ	ใช้เหรียญแรมเพจในการเปิด	
chest_time	กล่องเวลา	รอเวลาเหมาะๆ แล้วค่อยมาเปิดนะ 	
chest_winner	กล่องผู้ชนะ	ใช้ธงผู้ชนะในการเปิด	
chest_halloween	กล่องฮาโลวีน	ใช้ {@material_halloween} ในการเปิด	
gacha_box1	กล่องไม้	กล่องไม้ธรรมดา ไม่เป็นที่แน่ชัดว่าข้างในมีอะไรอยู่บ้าง แต่ก็คงจะธรรมดาๆ ถ้าคุณโชคดีก็อาจจะได้ไอเทมหายากก็ได้แหละ	
gacha_box2	กล่องแข็งแรง	กล่องแข็งแรง ในกล่องมีของมากมาย ข้างในจะมีอะไรบ้างนะ!? น่าลุ้นจริงๆ หวังว่าคุณจะโชคดี 	
gacha_box3	กล่องทหาร ระดับแรร์	กล่องทหารหายาก มีรางวัลพิเศษมากมายรอคุณอยู่ ที่ไม่สามารถพบได้ในกล่องธรรมดาอย่างแน่นอน คุณมีโอกาสที่จะได้รับไอเทมหายากได้มากยิ่งขึ้น!!	
gacha_box4	กล่องทหาร ระดับหายาก	กล่องทหารระดับมหากาฬ คุณจะได้พบกับไอเทมสุดพิเศษมากมาย ของหายากก็อยู่ไม่ไกลเกินฝัน เปิดเลยยย ความโชคดีรอคุณอยู่!	
gacha_pack1	กล่องแฟชั่น	ซองใส่เสื้อผ้าของเหล่าแมลง ในนี้มีสกินสำหรับแชมเปี้ยนของคุณ แต่แชมเปี้ยนตัวนั้นอาจยังไม่ใช่ของคุณในตอนนี้ เก็บเอาไว้ก่อนแล้วกัน	
gacha_pack2	กล่องแฟชั่นพิเศษ	ซองใส่เสื้อผ้าระดับสูง ลองเปิดมันและรับสกินใหม่ จงเชื่อมั่นในโชคชะตาของคุณ มันถึงเวลาแล้วที่จะอวดชุดแรร์ให้เพื่อนๆดู!	
PocketItem			
none_pocketitem	ไม่มี	ไม่ได้เลือก {@info_pocket} ไว้ จะเปลี่ยนใจก็ได้นะ!	
pocket_1	กล่องสุขภาพ	ในสถานการณ์ที่ยากลำบาก ให้แชมเปี้ยนของคุณกินแอปเปิ้ลลูกนี้ เพื่อเพิ่มเลือด	
pocket_2	กล่องขนม	เหล่าขนมหวาน จะช่วยเพิ่มเอเนอร์จี้ ให้แชมเปี้ยนของคุณ เอาไว้ใช้ {@ability}	
pocket_3	กล่องนักล่า	ข้างในมีไอเท็ม ที่จะช่วยในการหาศัตรู หลังจากนั้นก็อยู่ที่คุณแล้ว ว่าจะทำอะไรกับเหยื่อ	
pocket_4	กล่องสปริง	ข้างในมี {@act_22} ขอให้สนุกกับการวางกับดักนะ!	
pocket_5	กล่องระเบิด TNT	ข้างในมีไอเท็มหายาก {@act_26} พลังทำร้ายล้างรุนแรงสุดๆ	
pocket_6	กล่องรีโมตสายฟ้า	แนะนำสำหรับคนรักรีโมต! ใช้ได้อย่างปลอดภัย โจมตีตรงไหนก็ได้ ไม่มีใครเห็น	
pocket_7	กล่องอันธพาล	หากคุณเป็นรุ่นเก๋าอย่าลืมพกไม้และระเบิดขวดติดตัวไปด้วยนะ	
pocket_8	กล่องขี้เมา	แนะนำสำหรับ ผู้ที่รักในการสร้างความครื้นเครง สับสนให้แก่ผู้อื่น 	
pocket_9	กล่องเมนูแสนสุข	แนะนำสำหรับผู้ที่ต้องการสันติ ข้างในมีอาหารและยารักษาโรค	
pocket_10	กล่องนักรบ	แนะนำสำหรับนักบู๊ระยะประชิด ฆ้อนและโล่ จะตอบสนองความบ้าของคุณได้	
pocket_11	กล่องระเบิด	ปลดปล่อยพลังของคุณออกมาท้าชน ด้วยอาวุธหนักหลากหลายชนิดที่เราจัดให้!	
pocket_12	กล่องอาวุธ	แนะนำสำหรับนักฆ่ามืออาชีพ ด้วยชุดอาวุธปืนที่เลือกเป้าหมายได้อย่างแม่นยำ	
pocket_13	กล่องเคลื่อนย้ายพื้นที่	เมื่ออยู่ในจุดที่เสียเปรียบ การเคลื่อนย้ายที่อยู่ อาจช่วยเปลี่ยนสถานการณ์ให้ดีขึ้นได้	
pocket_14	กล่องกับดัก	การคาดการณ์เพื่อวางกับดัก อย่างแม่นยำสามารถชิง ความได้เปรียบมาเป็นของคุณ!	
			
Recipe			
character_recipe	จดหมายเชิญ	จดหมายเทียบเชิญ ใช้ว่าจ้างแชมเปี้ยน ที่คุณต้องการให้มาร่วมทีม!	
blueprint_recipe	Blueprint Recipe	สุ่มพิมเขียว 1 ใบแก่ผู้เล่น	
finishhim_recipe	Finishing Shot Recipe	สุ่มรับ Finishing Shot 1 อัน	
character_rent	จดหมายเช่า	จดหมายสัญญาว่าจ้างชั่วคราว สามารถดึงแมลงนักสู้มาร่วมทีมได้ เป็นระยะเวลา 1 วัน	
Booster			
booster_player	โบนัส EXP	ได้รับโบนัส Player Exp 1.5 เท่าทุกครั้งที่เล่นจบเป็นเวลา 2 ชม.	
booster_char	โบนัสแชมเปี้ยน	ได้รับโบนัส Expertise 1.5 เท่าทุกครั้งที่เล่นจบเป็นเวลา 2 ชม.	
booster_coin	โบนัสเหรียญ	ได้รับโบนัส Coin เพิ่ม 1.5 เท่าทุกครั้งที่เล่นจบเป็นเวลา 2 ชม.	
booster_rampage	โบนัสแรมเพจ	ได้รับโบนัสแรมเพจ เพิ่ม 1.5 เท่าทุกครั้งที่เล่นจบเป็นเวลา 2 ชม.	
booster_clear_stamina	Refresh Stamina	ลบล้างค่า Stamina ตัวละครที่เล่นไปแล้วได้ 1 ตัว	
booster_protect_rank	ปกป้องแรงค์	ป้องกันการเสีย Rank Point ครึ่งนึ่งจากค่าที่ลดลงเป็นเวลา 2 ชม.	
booster_player_x2	โบนัส EXP 2 เท่า	ได้รับ Player Exp 2 เท่าทุกครั้งที่เล่นจบเป็นเวลา 2 ชม.	
booster_giftcoin	โบนัสเหรีียญแรมเพจ 2 เท่า	ได้รับ Giftcoin 2 เท่าทุกครั้งที่เล่นจบเป็นเวลา 2 ชม.	
MissionData			
ms_daily_endgame	เล่นจบเกม 3 รอบ	เล่นจบเกม 3 รอบ	
ms_daily_win	ชัยชนะครั้งแรกของวัน	ชัยชนะครั้งแรกของวัน	
ms_daily_hit	โจมตีโดนศัตรู 5 ครั้ง	โจมตีโดนศัตรู 5 ครั้ง	
ms_daily_hit2	สองต่อ	โจมตีใส่ศัตรู 2 ตัวในครั้งเดียว	
ms_daily_firstblood	เปิดก่อนได้เปรียบ	โจมตีครั้งแรกของรอบ	
ms_daily_trap	ติดกับ!	ทำให้กับดักทำงาน	
ms_daily_airdrop	เก็บแอร์ดร็อป	เก็บแอร์ดร็ิอปในสนามแข่ง	
ms_daily_flag	เก็บธง 3 คัน 	เก็บธง 3 คัน	
ms_daily_kill	ฆ่าศัตรู 1 ครั้ง	ฆ่าศัตรู 1 ครั้ง	
ms_daily_aoe	โจมตีเป็นวงกว้าง	โจมตีเป็นวงกว้าง	
ms_daily_shot	โจมตีอย่างแม่นยำ	โจมตีอย่างแม่นยำ	
ms_daily_scanner	Stealth Scanner!	แสกนเจอศัตรู	
ms_daily_win_duel	เป็นผู้ชนะในโหมด {@mode_duel}	เป็นผู้ชนะในโหมด {@mode_duel}	
ms_daily_win_ffa	เป็นผู้ชนะในโหมด {@mode_ffa}	เป็นผู้ชนะในโหมด {@mode_ffa}	
AchievementData			
acm_mvp_perfectwin	สมบูรณ์แบบ!	ได้รับ MVP หัวข้อ สมบูรณ์แบบ	
acm_mvp_arsenal	ทำลายล้าง	ได้รับ MVP หัวข้อ ทำลายล้าง	
acm_mvp_hawkeye	ตาเหยี่ยว	ได้รับ MVP หัวข้อ ตาเหยี่ยว	
acm_mvp_activist	จอมขยัน	ได้รับ MVP หัวข้อ จอมขยัน	
acm_mvp_hunter	นักล่า	ได้รับ MVP หัวข้อ นักล่า	
acm_mvp_deep	เร้นกาย	ได้รับ MVP หัวข้อ เร้นกาย	
acm_mvp_noob	อาภัพ	ได้รับ MVP หัวข้อ อาภัพ	
acm_win	ชนะแล้ว!	เล่นเกมชนะ!	
acm_win_duel	นักประลอง	ชนะการเล่นแบบ {@mode_duel}	
acm_win_ffa	แชมป์เหนือแชมป์	ชนะการเล่นแบบ {@mode_ffa}	
acm_lose	ไม่ยอมแพ้	เล่นเกมแพ้ แต่เลือกเล่นต่อ	
acm_endgame	อยู่ต่อเลยได้ไหม	รอดชีวิตจนจบเกม	
acm_flag	นักเก็บธง	นักเก็บธง	
acm_flag_lucky	ธงแห่งความโชคดี	ธงอันใหม่ งอกในบล็อคที่อยู่ปัจจุบัน	
acm_flag_missing	พลาดการเก็บธง	พลาดการเก็บธง	
acm_firstblood	เปิดก่อนได้เปรียบ	โจมตีศัตรููเป็นคนแรก	
acm_hit_1	โจมตีใส่ศัตรู	โจมตีใส่ศัตรู	
acm_hit_2	สองต่อ	โจมตีใส่ศัตรู 2 ครั้งในเทิร์นเดียว	
acm_hit_3	สามต่อ	โจมตีใส่ศัตรู 3 ครั้งในเทิร์นเดียว	
acm_kill	สังหารศัตรู	ฆ่าศัตรู	
acm_kill_2	สังหารคู่	ฆ่าศัตรู 2 ตัวในการโจมตีครั้งเดียว	
acm_kill_3	สังหารหมู่	ฆ่าศัตรู 3 ตัวในการโจมตีครั้งเดียว	
acm_kill_all	มือสังหารโหด	กำจัดศัตรูทุกตัวใน 1 เกม	
acm_hitshot	ตาเหยี่ยว	โจมตีได้อย่างแม่นยำ	
acm_scanner	นักแสกน	แสกนเจอศัตรู	
acm_recycle	รักษ์โลก	รีไซเคิลไอเทมเพื่อเพิ่มพลังงาน	
acm_use_trap	นายพราน	วางกับดัก	
acm_trap	เสร็จฉัน!	ศัตรูหลงมาติดกับดัก	
acm_env_collect	เก็บให้หมด	เก็บของจากแอร์ดรอป	
acm_env_destroy	สาเหตุที่โลกร้อน...	ทำลายวัตถุแวดล้อม	
acm_use_dig	นักขุด	ขุดเจอไอเทม	
acm_use_action	ใช้ไอเทม	ใช้ไอเทม	
acm_use_ability	ใช้ความสามารถพิเศษ	ใช้ความสามารถพิเศษ	
acm_use_aoe	โจมตีเป็นวงกว้าง	โจมตีศัตรูแบบ AOE	
acm_use_supply	สดชื่น!	ดื่มน้ำเพิ่มเอเนอร์จี้	
acm_env_hide	ซ่อนแอบ	หลบซ่อนในวัตถุแวดล้อม	
acm_perfectsurvivor	ตัวจริง	ไม่โดนโจมตีเลย	
acm_gact_damage	ดวงซวย	โดนโจมตีจากเหตุการณ์ในเกม	
acm_betrapped	ปลอดภัยแน่นอ...	เหยียบกับดัก	
acm_rank_1	เหรียญเงิน	ไต่ระดับถึง Rank Silver	
acm_rank_2	เหรียญทอง	ไต่ระดับถึง Rank Gold	
acm_rank_3	เหรียญแพลตินั่ม	ไต่ระดับถึง Rank Platinum	
acm_rank_4	เข็มกลัดเพชร	ไต่ระดับถึง Rank Diamond	
acm_rank_5	ยอดฝีมือ	ไต่ระดับถึง Rank Master	
acm_rampage	จอมโหด	ทำคะแนนแรมเพจได้สูงสุด	
acm_gacha_gift	เปิดกล่องแรมเพจ	เปิดกล่องแรมเพจ!	
acm_playerlv	เลเวลอัพ!	เลเวลเพิ่มขึ้น	
acm_character	เพิ่ื่อนใหม่!	ปลดล็อคแชมเปี้ยนตัวใหม่	
acm_character_rent	ลองของ	เช่าแชมเปี้ยน	
acm_character_repeat	My champion love me..	My champion love me..	
acm_ability	ปลดล็อคความสามารถของแชมเปี้ยน	ปลดล็อคความสามารถของแชมเปี้ยน	
acm_ability_full	ช่ำชอง	ปลดล็อคความสามารถทั้งหมด	
acm_character_lv3	แชมเปี้ยนเลเวล 3	แชมเปี้ยนไต่ระดับถึงเลเวล 3	
acm_character_lv5	แชมเปี้ยนเลเวล 5	แชมเปี้ยนไต่ระดับถึงเลเวล 5	
acm_character_lv10	แชมเปี้ยนเลเวล 10	แชมเปี้ยนไต่ระดับถึงเลเวล 10	
acm_costume_skin	สกินใหม่ !	ปลดล็อคสกิน	
acm_costume_accessory	เครื่องประดับใหม่ !	ปลดล็อคเครื่องประดับ	
acm_costumeEquip	แต่งตัว!	ใส่เครื่องแต่งกาย	
acm_gacha_sachet	แฟชั่นนิสต้า	เปิดซองแฟชั่น	
acm_get_coin	นักล่าเหรียญ	ได้รับเหรียญ	
acm_get_gem	นักล่าเพชร	ได้รับเพชร	
acm_get_jigsaw	นักล่าจิ๊กซอว์	ได้รับชิ้นส่วนจิ๊กซอว์	
acm_get_leaf	นักล่าแต้มใบไม้	นักเก็บธง	
acm_get_material	นักล่าวัตถุดิบ	ได้รับวัตถุดิบ	
acm_login	แชมเปี้ยนตัวจริง	ล็อคอินอย่างต่อเนื่อง	
acm_mission	ภารกิจสำเร็จ	ทำภารกิจสำเร็จ	
acm_blessing	ขอให้โชคดี!	ใช้ Blessing Bonus	
acm_spend_coin	ใช้จ่ายด้วยเหรียญ	ใช้จ่ายด้วยเหรียญ	
acm_spend_gem	ใช้จ่ายด้วยเพชร	ใช้จ่ายด้วยเพชร	
acm_spend_jigsaw	ใช้จ่ายด้วยจิ๊กซอว์	ใช้จ่ายด้วยจิ๊กซอว์	
acm_exchange	ค้าขาย	แลกเปลี่ยนไอเทม	
acm_buypocket	ซื้อไอเท็มพกพา	ซื้อไอเท็มพกพาเข้าไปแข่งในสนาม	
acm_addfriend	เพิ่มเพื่อน	เพิ่มเพื่อน	
acm_playprivate	เล่นกับเพื่อน	เล่นกับเพื่อน	
acm_chat	พูดคุย	พูดคุย	
acm_sticker	สติ๊กเกอร์	ใช้สติ๊กเกอร์ในการพูดคุย	
Environment			
env_0	ต้นอ่อน	ต้นอ่อนเพิ่งแตกใบ เป็นสิ่งกีดขวางทำให้เดินไปไม่ได้	
env_1	ก้อนหิน	หินก้อนใหญ่ เป็นสิ่งกีดขวางทำให้เดินไปไม่ได้	
env_2	ท่อนไม้	ท่อนไม้ขนาดใหญ่ เป็นสิ่งกีดขวางทางให้เดินไปไม่ได้	
env_3	ต้นหญ้า	หญ้าธรรมด๊าธรรมดา	
env_4	พุ่มไม้	พุ่มไม้รกๆ สามารถเข้าไปซ่อนข้างในได้	
env_5	หอสังเกตการณ์	หอคอยสูง ผู้เล่นสามารถปีนขึ้นไปเพื่อดูว่าคนอื่นอยู่ตรงไหน แต่การขึ้นไปที่สูงก็ต้องเสี่ยงเปิดเผยตัวเองด้วยนะ	
env_6	ฝาขวด	ฝาขวดน้ำอัดลม สามารถเข้าไปซ่อนได้ การซ่อนใต้ฝาโลหะนี้ช่วยป้องกันผู้เล่นจากอาวุธของคนอื่น แต่ผู้เล่นใต้ฝาก็โจมตีออกมาไม่ได้เหมือนกัน	
env_7	ต้นไม้ 1	ต้นไม้ใหญ่ ผู้เล่นสามารถขึ้นไปซ่อนท่ามกลางใบไม้ได้ และยังช่วยป้องกันความเสียหายจากอาวุธต่างๆ ด้วย ตราบใดที่ต้นไม้ยังยืนต้นอยู่น่ะนะ	
env_8	ต้นไม้้ 2	ต้นไม้ใหญ่ ผู้เล่นสามารถขึ้นไปซ่อนท่ามกลางใบไม้ได้ และยังช่วยป้องกันความเสียหายจากอาวุธต่างๆ ด้วย ตราบใดที่ต้นไม้ยังยืนต้นอยู่น่ะนะ	
env_9	สะพาน	สะพานไม้ ผู้เล่นสามารถเลือกข้ามสะพานไปอีกช่องที่สะพานทอดไปได้	
env_10	กาบหอยแครง	ต้นไม้้กินแมลง เมื่อมีแมลงอยู่ใกล้ๆ มันจะเริ่มกัดไปที่ช่องรอบๆ ถ้าโชคร้ายโดนกัด ก็ต้องเจ็บไปตามระเบียบ	
env_11	ถังน้ำมัน	ถังน้ำมันไวไฟ ถ้ามีสะเก็ดไฟมาโดนจากอะไรก็ตามมันจะระเบิด สร้างความเสียหายเป็นวงกว้าง	
env_12	กล่องอะไรเอ่ย	กล่องปริศนา ข้างในจะมีอะไรกันนะ	
env_flag_0	ธง	ธงนำชัย เป้าหมายของทุกๆ คน ผู้เล่นคนไหนเก็บธงได้ครบ 3 ครั้งจะชนะทันที	
env_act_0	กับระเบิด	กับระเบิดที่ถูกวางซ่อนไว้ ถ้ามีใครมาเหยียบมันจะระเบิดใส่ทันที มีเฉพาะเจ้าของที่มองเห็นและรู้ว่าอยู่ตรงไหน	
env_act_1	ไฟ	ไฟที่เกิดจากการระเบิด ค่อนข้างแน่ใจว่าเป็นอันตรายต่อแมลงส่วนใหญ่ แต่ไม่มีใครกล้าแตะต้องเพื่อดูว่าจริงหรือเปล่า	
env_act_2	บั๊กบอมเบอร์	กับระเบิดพิเศษที่ถูกวางซ่อนไว้ ถ้ามีใครมาเหยียบจะเกิดระเบิดขนาดใหญ่ สร้างความเสียหายเป็นวงกว้าง มีเฉพาะเจ้าของที่มองเห็นและรู้ว่าอยู่ตรงไหน	
env_act_3	หุ่นไล่กา	หุ่นไล่กาของชาวนาละแวกใกล้เคียง วางไว้เพื่อเป็นสิ่งกีดขวาง	
env_act_4	สปริง	แท่นเหยียบติดสปริงที่ถูกวางซ่อนไว้ แมลงที่มาเหยียบจะโดนดีดกระเด็นไปตกช่องอื่น  มีเฉพาะเจ้าของที่มองเห็นและรู้ว่าอยู่ตรงไหน	
env_act_5	กรง	กับดักกรงไม้ที่ถูกวางซ่อนไว้ คอยดักจับแมลงที่หลงเข้ามา มีเฉพาะเจ้าของที่มองเห็นและรู้ว่าอยู่ตรงไหน	
env_act_6	ป้อมปืนกล	ป้อมปืนกลที่ถูกสร้างมาจากเศษวัสดุ ต้องใช้เวลาสักพักถึงจะทำงานและเริ่มยิงใส่ช่องใกล้เคียง	
env_act_7	ใยแมงมุม	กับดักใยแมงมุมที่ถูกวางซ่อนไว้ คอยดักจับแมลงที่หลงเข้ามา มีเฉพาะเจ้าของที่มองเห็นและรู้ว่าอยู่ตรงไหน	
env_act_8	หมอกควัน	ควันหนาที่ปกคลุมช่อง แมลงข้างในจะมองอะไรไม่ค่อยเห็น	
env_act_9	TNT	ถังระเบิดอันทรงพลัง แรงระเบิดทรงพลังมาก ทำลายแม้กระทั่งบล๊อกรอบๆ	
env_act_10	คฑาปีศาจ	คฑาปลุกเสกที่ที่ถูกวางซ่อนไว้ อำนาจมืดสาปพื้นที่ที่มันปักอยู่ หากมีใครสร้างความเสียหายในพื้นที่นี้ก็จะโดนสาป และได้รับความเสียหายไปด้วย	
env_air_0	แอร์ดรอป	กล่องที่ถูกทิ้งมาจากท้องฟ้า ข้างในจะมีอะไรกันนะ	
env_gact_0	ดอกตะวัน	ดอกไม้แห่งดวงตะวัน (คนละอย่างกับดอกทานตะวันนะ) ช่วยฟื้นพลังชีวิตผู้เล่นที่เก็บได้	
env_gact_1	ดอกจันทรา	ดอกไม้แห่งดวงจันทร์ เหล่าแมลงต่างรู้สึกทรงพลังเมื่อได้อยู่ใกล้ดอกไม้สีฟ้านี้ มอบเอเนอร์จี้ให้ผู้เล่นที่เก็บได้	
env_fest_0	Pumpkin	ฟักทองฮาโลวีน คุณสามารถทำลายมัน เพื่อเก็บสะสม {@material_halloween} ในช่วงระยะเวลากิจกรรมฮาโลวีน	
BlockData			
block_0	ว่าง	Empty	
block_1	หญ้าสูง	พื้นที่มีหญ้าสูง ผู้เล่นสามารถเข้าไปหลบในพงหญ้าได้ การซุ่มหลบท่ามกลางหญ้าสูงเป็นกลยุทธ์ที่ค่อนข้างได้รับการยอมรับทั่วไป	
block_2	ดิน	พื้นดินเกลี้ยงๆ ผู้เล่นบนช่องนี้จะเปิดเผยตำแหน่งต่อคนอื่น ระวังให้ดี!	
block_3	ทรายดูด	พื้นทรายดูด จำกัดการเคลื่อนที่ของผู้เล่นที่ติดอยู่ข้างใน ทำให้ทิศทางการลดลง	
block_4	น้ำ	น้ำลึก เมื่อลงไปในน้ำจะช่วยดับไฟได้ เมื่ออยู่น้ำ ตำแหน่งจะถูกเปิดเผย และจะโจมตีขึ้นมาบนบกไม่ได้ แต่ก็ไม่สามารถถูกโจมตีจากบนบกได้เช่นกัน	
block_5	หิน	หินแข็งแกร่ง ไม่สามารถถูกทำลายได้โดยอาวุธใดๆ	
block_6	หมอกควัน	ช่องที่มีหมอกควันปกคลุม แมลงข้างในจะมองอะไรไม่ค่อยเห็น	
block_7	หญ้าเตียน	พื้นที่่มีหญ้าเตียน ผู้เล่นบนช่องนี้จะเปิดเผยตำแหน่งต่อคนอื่น หากฝนตก หญ้าเตียนมีโอกาสเติบโตเป็นหญ้าสูง	
BuffData			
bf_0	โล่พลัง	ป้องกันความเสียหายครั้งถัดไป	
bf_1	เดินเร็ว	ขยายระยะการเดินให้ไกลขึ้น	
bf_2	พิษ	ไม่สามารถใช้ไอเท็ม และทักษะพิเศษได้ สามารถล้างพิษ ได้ด้วยการลงไปในน้ำ ถ้าคุณทำได้น่ะนะ	
bf_3	ใบ้	ไม่สามารถใช้ไอเท็ม และทักษะพิเศษได้ 	
bf_4	เกราะใบไม้	ป้องกันความเสียหายครั้งถัดไป หมดผลเมื่อครบรอบเทิร์น	
bf_5	เดินเร็วมาก	ขยายระยะการเดินให้ไกลขึ้น	
bf_6	ถูกล่า	โดนหมายหัว	
bf_7	เมา	ถูกทำให้เมาด้วยแอลกอฮอล์ จนเดินไม่ถูก	
bf_8	น้ำผึ้ง	ได้รับเอเนอร์จี้ทุกๆ เทิร์น	
bf_9	ลมดูด	ดูดอาวุธที่ศัตรูเล็งโจมตีมาที่ตน เก็บเป็นของตนเอง	
bf_10	ติดกรง	ถูกขัง และไม่สามารถเดินได้	
bf_11	ติดใย	ถูกขัง และไม่สามารถเดินได้	
bf_12	ตั้งรับ	เตรียมตัวโจมตีสวนด้วย {@ab_wp_0}	
bf_13	ตาลาย	โจมตีออกไปแล้ว อาจพลาดเป้าเพราะตาลาย	
bf_b_0	ทรายดูด	ทิศทางการเดินถูกจำกัด	
bf_b_1	ใต้น้ำ	อยู่ในน้ำ ไม่สามารถเลือกโจมตีพื้นที่บนบกได้	
bf_14	มึน	ไม่สามารถทำอะไรได้เลย	
bf_15	โล่มหัศจรรย์	ป้องกันความเสียหายทั้งหมด 	
bf_16	โบยบิน	สามารถมองเห็นตำแหน่งของศัตรูทั้งหมด และหลบการโจมตีจากด้านล่างได้	
bf_17	คำสาปวูดู	ถูกเชื่อมต่อวิญญาณกับคนสาป ทำให้ได้รับความเสียหายตามที่คนสาปได้รับ	
RampageData			
rp_0	โจมตีโดน	สร้างความเสียหาย	
rp_1	โจมตีสองต่อ	สร้างความเสียหาย 2 ครั้ง ได้ในเทิร์นเดียว	
rp_2	โจมตีสามต่อ	สร้างความเสียหาย 3 ครั้ง ได้ในเทิร์นเดียว	
rp_3	สังหาร!	สังหารศัตรูได้	
rp_4	เก็บธงได้	เก็บธงได้	
