ID	Name	Description	Option
sp_normal	Default		
sp_common_1	Cinnamon		
sp_common_2	Poison		
sp_common_3	Monochrome		
sp_common_4	Golden Silk		
sp_uncommon_1	Blacksmith		
sp_uncommon_2	Toy Maker		
sp_rare_1	Sp-00D		
kr_normal	Default		
kr_common_1	Cocoa		
kr_common_2	Thunder		
kr_common_3	Bloody		
kr_common_4	Blue Kill		
kr_uncommon_1	Death Row		
kr_uncommon_2	Killer In Suit		
kr_rare_1	Bounty Hunter		
jz_normal	Default		
jz_common_1	Cherry		
jz_common_2	Lady in White		
jz_common_3	Tropical		
jz_common_4	Autumn		
jz_uncommon_1	Spite		
jz_uncommon_2	Witch		
jz_rare_1	Shaman		
wp_normal	Default		
wp_common_1	Emerald		
wp_common_2	Hawk		
wp_common_3	Velvet		
wp_common_4	Citrus		
wp_uncommon_1	Secret Agent		
wp_uncommon_2	Wespe Rock		
wp_rare_1	Countess		
acc_angel_1	Aura		
acc_aura_1	Aura		
acc_balloon_1	Balloon		
acc_beard_1	Beard		
acc_bodylightning_1	Body Lightning		
acc_bugwing_1	Wing		
acc_fairy_1	Fairy		
acc_glasses_1	Glasses 1		
acc_glasses_2	Glasses 2		
acc_glasses_3	Glasses 3		
acc_face_1	Red Blush		
acc_glove_1	Glove		
acc_punchlightning_1	Punch Lightning		
MVPData			
m_none	In-Game	This player still alive in the match.	
m_0	Noob	The game ends before doing anything	
m_1	Hunter	Highly attack and kill the enemy.	
m_2	Activist	Highly do activities for Rampage points	
m_3	Deep	Always hide and avoid being attacked.	
m_4	Perfect Win	Win by collecting 3 flags.	
m_5	Annihilation	Highly use action item and ability.	
m_6	Hawk Eye	Highly count of accurate attacking.	
FinishHim			
Grave	Grave		
Helmet	Helmet		
Doll	Doll		
Burn	Burn		
Firework	Firework		
TutorialData			
Tutorial Dialog                                                                                                                                                                                                        			
intro_welcome		Welcome to the Arena of Bugs. This is [[Yippo]], your champion. Tell him what to do!	
intro_shovel		Let's [[dig]] for an [[item]].	
intro_seebot		Pay attention to what's going on.	
intro_holditem		[[Hold down]] on an item for details, try it out!	
intro_missile		Time to [[fight back!]]	
intro_timer		Always check your [[time]] and spend it wisely!	
intro_energy		Good job! You got bonus energy from the flag. Let's try to use an ability.	
intro_ability		Time to use [[ability!]]	
intro_letfree		Now you can continue the training by yourself. Go ahead!	
intro_damage		Oops! Your Life Point remains only 2 points, take care of yourself!	
Tutorial Infographic                         			
intro_info_win	How to win	Collect 3 flags. OR Survive through the game and be the last bug standing.	
intro_info_idle	Idle Items	Supply[n] Drink to fill up energy safely and remain [[hidden]].[n] Shovel[n] Dig for [[something good]] (hopefully). This reveals where you are.[n]	
intro_info_hide	Hide	Hide and stay out of sight by moving onto a grassy block.[n] Grass[n] Bush[n] Tree	
intro_info_edge	Move Inward	Stay away from the edges, the champion takes damage from collapsing blocks.	
intro_info_hint	Hint	When a champion reveals itself, it left a [[Hint]] behind for a while.[n] Since champions could move 1 tile at a time, they must be next to a hint.	
Tutorial Objective			
intro_chapter1	What to do		
intro_chapter2	How to win!		
tt_obj_dig	Find an Item		
tt_obj_hide	Move to Hide		
tt_obj_fight	Fight Back		
tt_obj_flag	Get The Flag		
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
Others			
ok	OK!		
cancel	Cancel		
timestack	Time Stack		
notenough_time		Please take a time and comeback to open this chest later.	
notenough_gacha		Collect {$material} to open this chest!	
notenough_gift		Let's go to collect the {$item} by joining the competition.	
summon_confirm		Are you sure to use {$item} for inviting the champion?	
rent_confirm_inuse		The rental will {@rent_expire}. Are you sure to start renting again?	
rent_expire		expire in {$time}	
rent_confirm		Are you sure to rent {$character} now?	
exchange_confirm	Exchange	Are you sure to exchange your things to the {$item}?	
deal_confirm	Deal	Are you sure accept this deal to get the {$item}?	
room_exit_confirm	Exit Room	Are you sure to exit from this matchmaking?	
tutorial_skip_confirm		Are you sure you want to skip the tutorial?	
logout_confirm		Are you sure you want to log out?	
leave_confirm		Are you sure you want to leave the match?	
quit_confirm		Are you sure you want to quit the game?	
language_confirm	Language	Are you sure you want to switch the language to  {$language}?	
popup_newcharacter		The new champion is here for you!	
popup_reward	Reward	You got the {$item}.	
popup_rewards	Rewards	You got {$amount} {$item}s.	
Information			
info_blessing	Blessing Bonus	Golden clovers are blessings from heaven. Every champion will receive it and grants more rewards!	
info_mvp	Role Playing Style	Role playing style that you got from end of the match is relate with your behavior in the arena. 	
info_permission	Private Room	The private room will allow only your friends to join and play together, The game rewards are don't similar to the public room.	
info_finishhim	Finishing Shot	Finishing shot is the cool shot that will appear when you kill someone! Choose one that you want to show off.	
info_state_move	Move	Select a block to move.	
info_state_use	Use Something	Use an item or ability.	
			
			
			
			
			
			
			
			
Error Handle			
error_notenough			
error_roomclosed		Room is closed!	
error_inroom	Can't Join!	You are in matchmaking, cannot join to another room.	
room_kicked		The host has kicked you from the matchmaking. Keep calm, just find new!	
login_empty		Please enter your user name and password.	
login_incorrect		Please enter the correct password.	
login_fb_fail		Facebook login failed, please try again.	
